100,1,0.05,data/problem1.txt,8,0.984,193,0.8170375823974609
100,1,0.1,data/problem1.txt,8,0.984,209,0.9179656505584717
100,1,0.15,data/problem1.txt,8,0.9919354838709677,198,0.8579974174499512
100,2,0.05,data/problem1.txt,9,0.9761904761904762,140,0.5970003604888916
100,2,0.1,data/problem1.txt,10,0.8785714285714286,126,0.5510001182556152
100,2,0.15,data/problem1.txt,10,0.8785714285714286,137,0.6239991188049316
100,3,0.05,data/problem1.txt,10,0.8785714285714286,118,0.5179636478424072
300,2,0.1,data/problem1.txt,9,0.9761904761904762,182,3.885042905807495
300,2,0.1,data/problem1.txt,9,0.9761904761904762,247,4.305050373077393
100,1,0.05,data/problem1.txt,8,0.9609375,153,1.064976453781128
100,1,0.1,data/problem1.txt,8,0.9919354838709677,246,1.0470094680786133
100,1,0.15,data/problem1.txt,8,0.9919354838709677,227,0.9700117111206055
100,2,0.05,data/problem1.txt,9,0.9318181818181818,281,1.1810176372528076
100,2,0.1,data/problem1.txt,9,0.9761904761904762,124,0.5260035991668701
100,2,0.15,data/problem1.txt,9,0.9761904761904762,181,0.7630090713500977
100,3,0.05,data/problem1.txt,10,0.8785714285714286,154,0.6509730815887451
100,3,0.1,data/problem1.txt,10,0.8785714285714286,155,0.6580076217651367
100,3,0.15,data/problem1.txt,10,0.8785714285714286,156,0.6740081310272217
200,1,0.05,data/problem1.txt,8,0.9919354838709677,253,2.9970407485961914
200,1,0.1,data/problem1.txt,8,0.9919354838709677,244,3.2718262672424316
200,1,0.15,data/problem1.txt,8,0.9919354838709677,162,2.3259963989257812
200,2,0.05,data/problem1.txt,9,0.9761904761904762,214,3.069035291671753
200,2,0.1,data/problem1.txt,9,0.9761904761904762,137,1.7900221347808838
200,2,0.15,data/problem1.txt,9,0.9761904761904762,150,2.0059866905212402
200,3,0.05,data/problem1.txt,9,0.9111111111111111,122,1.6030189990997314
200,3,0.1,data/problem1.txt,10,0.8785714285714286,129,1.7780213356018066
200,3,0.15,data/problem1.txt,10,0.8785714285714286,125,1.6650550365447998
300,1,0.05,data/problem1.txt,8,0.9919354838709677,138,3.1230721473693848
300,1,0.1,data/problem1.txt,8,0.984,126,2.847034454345703
